,EST,User_name,Text,Sentiment,Created,User_flr
2020-05-13 09:15:22,2020-05-13 09:15:22-04:00,UMC_CommonSense,"#sexism is incompatible with #Christian teaching 

#pastor #church #UMC #WMT https://t.co/fQXCEHLGKE",-1,2020-05-13 13:15:22,1138
2020-05-13 09:20:11,2020-05-13 09:20:11-04:00,sandiegosam,"Economy can't grow if everything remains closed!  $AMZN can!  $WMT can $TGT can, but mom and pop can't.  Restaurants make more money closed than open serving 25%.",-1,2020-05-13 13:20:11,1191
2020-05-13 09:41:19,2020-05-13 09:41:19-04:00,arxiv_cscl,Reassessing Claims of Human Parity and Super-Human Performance in Machine Translation at WMT 2019 https://t.co/9GpdlaE1Be,-1,2020-05-13 13:41:19,3509
2020-05-13 09:48:39,2020-05-13 09:48:39-04:00,stockpickmover,"$PYBX - Big things coming soon here don't miss this folks - Playbox (US), Inc. engages in the business of acquisition in the field of technology or operating businesses. https://t.co/TiQkq9raci

$AAPL $WMT $UVXY $TZA $MNKD $ZM $AUPH $ACAD $APDN $FCEL $SIRI $MRNA $FB $OPGN $SIF",-1,2020-05-13 13:48:39,559
2020-05-13 09:52:23,2020-05-13 09:52:23-04:00,CyberDog2,Shooter in force on the 15 on  $WMT had to cut it. We’ll see if it sets back up. #TheStrat,-1,2020-05-13 13:52:23,500
2020-05-13 10:01:34,2020-05-13 10:01:34-04:00,247WallSt,Wednesday’s Top Analyst Upgrades and Downgrades Part 2: $FATE $JD $KR $NUE $OKE $PTON $RS $SAVE $STLD $SHOO $TGT $TBPH $WMT $WW https://t.co/8EJw2BHwgl https://t.co/aH496WHvQb,-1,2020-05-13 14:01:34,177864
2020-05-13 10:19:32,2020-05-13 10:19:32-04:00,PennyStocksMomo,RT @247WallSt: Wednesday’s Top Analyst Upgrades and Downgrades Part 2: $FATE $JD $KR $NUE $OKE $PTON $RS $SAVE $STLD $SHOO $TGT $TBPH $WMT…,-1,2020-05-13 14:19:32,7837
2020-05-13 11:11:06,2020-05-13 11:11:06-04:00,basilnsage,Not all retail WMT SHOP AMZN ++ TGT Green but Finns JPM GS are a $DJI drag IMO https://t.co/P81zl7XVmZ,-1,2020-05-13 15:11:06,1691
2020-05-13 12:03:46,2020-05-13 12:03:46-04:00,zerofiltertruth,"Finally #OutOfStock $AMZN starting have meaningful overall technical issues 

Rightfully so - Incessant @CNBC hype around this likely 2Q money loser (with lots serious issues) at epic levels 🧐

$XRT $RTH $TGT $WMT $COST $BJ $KSS $TJX $ETH $RH @ScottWapnerCNBC @HalftimeReport",-1,2020-05-13 16:03:46,508
2020-05-13 12:03:47,2020-05-13 12:03:47-04:00,_ms_izzy,@StockGuru2k20 I mean technically it did look bearish I was speaking to overall market doing opposite lately. Not holding any SPY I was more concerned with my WMT long,-1,2020-05-13 16:03:47,11421
2020-05-13 12:04:46,2020-05-13 12:04:46-04:00,StockGuru2k20,@_ms_izzy WMT is part of the group of stocks that do well in bad times so I would not worry,-1,2020-05-13 16:04:46,4869
2020-05-13 13:05:38,2020-05-13 13:05:38-04:00,innersigma,@247_wallst I don't typically worry about earnings. In the case of WMT I think their earnings will be in line. They've stayed open and grocery demand has been high due to the lockdown.,-1,2020-05-13 17:05:38,186
2020-05-13 13:16:11,2020-05-13 13:16:11-04:00,donfug8,"Severely negative in $chef, $wmt, $vtiq, $eri. Added to CHEF and that's it. Bought 10x $amzn and that's about it for today. Now I need to turn everything off and look again tomorrow afternoon, however, that's not gonna happen.",-1,2020-05-13 17:16:11,379
2020-05-13 14:35:29,2020-05-13 14:35:29-04:00,zerofiltertruth,"#OutOfStock $AMZN extends dbl OT &amp; $2/hr pay-hike for employees till JUN as attempts keep fulfil centers staffed 

Also deflecting price gouging asking Congress for rules 🙄

We remain short as 2Q loss likely &amp; host other material log/leg issues 

$XRT $RTH $TGT $WMT $COST $BJ",-1,2020-05-13 18:35:29,508
2020-05-13 15:40:47,2020-05-13 15:40:47-04:00,arxiv_cscl,Reassessing Claims of Human Parity and Super-Human Performance in Machine Translation at WMT 2019 https://t.co/9GpdlaVCsM,-1,2020-05-13 19:40:47,3509
